"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"6b69087f-d4fd-58b2-853d-5e2694394b3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Installation of sub-head and caulked"
"e883ce45-c780-5356-8c6e-f457ab052df9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Install frames including trims to doors"
"8be07bec-50de-54e3-803c-53a4c4b68c80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Install windows and trimming"
"a504488b-e291-5039-afb0-7c2fefc92fb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Install door panels"
"15e91e48-005b-5478-ab33-4fbed1fb3d0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Installation of all hardware"
"92bafaa1-4570-5bf1-a5bf-2d0582e967a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Ensure all external and internal angles are sealed"
"6116f54e-e162-535d-bafb-abbe147eded3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W04-L","Handover"
"beb22017-a3ac-4e25-ba29-2a1a255dcd58","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3305","W02-B"
"ab509f6f-9997-5598-bd45-8c44082843ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Waterproofing angle completed"
"62ae924e-7452-5587-be80-911d9b690819","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Installation of sub-sill and caulked"
"51d559d4-91ac-5a04-96bc-e97b8767edce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Installation of sub-head and caulked"
"d97a5720-9936-528b-a22e-8bad271dd438","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Install frames including trims to doors"
"837c8bd8-b141-5756-bcc0-188e4d43eb2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Install windows and trimming"
"5a783ccb-1791-5234-90c2-6ac82f40708d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Install door panels"
"e600eea1-bc03-5993-a48e-009f8b9a0b80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Installation of all hardware"
"9fa4e648-1c1e-5410-b4f0-29e62aa7527f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Ensure all external and internal angles are sealed"
"cf1ba44c-2631-582c-a4fd-592a4c7a35ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W02-B","Handover"
"0d79ca46-a84a-4aab-b25c-b3ac3982069b","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3305","W20-A"
"565b30e8-1415-55ed-85c6-d90b90d6c830","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Waterproofing angle completed"
"29a19bf1-27d0-5c7e-8b75-9da3a4051b23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Installation of sub-sill and caulked"
"9296cb83-141a-59d1-be61-e45c301caa9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Installation of sub-head and caulked"
"2af9d357-7b2f-561d-9285-083271f1dfc8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Install frames including trims to doors"
"93838ca9-e5eb-5423-998c-5253a7ae4151","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Install windows and trimming"
"05ae2fc1-6707-53f2-b9d4-3b37376c5f35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Install door panels"
"f8bb60a4-b139-5dc7-8f87-8de0af4a580a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Installation of all hardware"
"de1bf7d7-ad03-566d-8c12-6eccf00967e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Ensure all external and internal angles are sealed"
"26521a68-626b-5be2-bfef-3e8d9139f36b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3305","W20-A","Handover"
"974958f8-253e-4231-8e30-cb0378188899","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 33","3306"
"a739023b-2fa2-434e-95c7-bc4e599d7ea2","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W28"
"71d00337-dd4e-5ecf-aa5a-57983a57c018","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Waterproofing angle completed"
"10c99a86-adc9-58b3-b842-4be06cb8fe43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Installation of sub-sill and caulked"
"2ddfc3bb-ef8e-5b64-a53c-18c29faa084f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Installation of sub-head and caulked"
"7cdaef2f-8298-58da-b960-27e2356f85cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Install frames including trims to doors"
"0d70f34c-15e5-5fa7-b7e5-22bb4b1cd3f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Install windows and trimming"
"1b9d3fef-559f-5f18-a1b3-9f9621d84f54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Install door panels"
"3ba56b3a-53d5-5786-b524-2671ebec63a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Installation of all hardware"
"d7bb2825-05f5-5731-83ea-bff6029579f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Ensure all external and internal angles are sealed"
"7768c888-e388-53d4-a462-d72faa597a7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W28","Handover"
"78c03816-dc4b-47d5-890c-dbcb9432c0ef","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W21-A"
"ba77f8dc-a2d0-5dcc-8da4-0cd3d3335dc5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Waterproofing angle completed"
"44f9febd-8b61-5ef8-8582-2d9db3cc40c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Installation of sub-sill and caulked"
"cf418b76-d3cb-5fce-a635-b9e25ddf77eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Installation of sub-head and caulked"
"e4f0f683-437e-54d9-b824-7e8fd96ffc95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Install frames including trims to doors"
"6f010208-fa7a-5101-ab61-d291d13107c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Install windows and trimming"
"4bd110fa-1300-56b3-8772-808fe0582c3f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Install door panels"
"1c98bb85-b3dd-50ac-b24c-d5d0057a9f92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Installation of all hardware"
"5e701d8d-7f29-5518-9cd8-ea3f92c38bf1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Ensure all external and internal angles are sealed"
"a5c45ac6-b92a-5589-88d6-625d51bf7e2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W21-A","Handover"
"6277fa3c-7171-4318-a0cd-f13ca4c4bd04","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W14"
"5c83a466-1cff-53c6-ac91-d4a2701ba175","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Waterproofing angle completed"
"9550aa26-6a83-5777-a953-54510e4178bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Installation of sub-sill and caulked"
"5754b456-c4c2-5a73-a2b5-5a431d28e243","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Installation of sub-head and caulked"
"4610c71d-d238-56f3-b82b-7a9fc3159057","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Install frames including trims to doors"
"042074b9-a74b-54e7-8a6d-71793492698c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Install windows and trimming"
"b0680a81-95b6-57bf-b465-79b9ff5fb236","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Install door panels"
"74c15061-f462-5608-a490-d62efe7b42be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Installation of all hardware"
"f0542eab-0279-5aa3-b67c-b93b40885761","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Ensure all external and internal angles are sealed"
"ccd276f7-3bf0-57be-838b-4d226f374722","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W14","Handover"
"b9d6815e-b7ef-40e5-9123-75da81c8dd43","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W04"
"a4251195-f157-5d06-894a-3af77b1ab169","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Waterproofing angle completed"
"b7845189-755a-5e8f-9f62-9127c72d7d94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Installation of sub-sill and caulked"
"c3604e2f-d2a8-56d4-bcb4-9db49b8f8b9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Installation of sub-head and caulked"
"49c61f06-cb77-522f-8fd0-433fb5ff0a53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Install frames including trims to doors"
"3dad00b8-c286-5f9f-8ba0-55cdd80d86be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Install windows and trimming"
"ad8ed2b9-33f8-572c-a3ac-5bc84b14ee33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Install door panels"
"7167f9cd-6a17-5f9f-b4d2-4050ee4b6467","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Installation of all hardware"
"e7558c31-6145-5701-9073-2b994700870b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Ensure all external and internal angles are sealed"
"a2766312-24fc-5ff9-a891-b8f799f0e760","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W04","Handover"
"1518388c-f785-40e9-9d5b-e052672f1a5e","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","WP"
"0b7e9c5c-2cf1-5cee-8e15-e3bdfa94225d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Waterproofing angle completed"
"2da101ba-6c1d-5101-89fc-15b20b83d67d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Installation of sub-sill and caulked"
"7a4591fc-0d7c-528b-80b7-861bc07427ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Installation of sub-head and caulked"
"711d4822-4f9c-5d9f-ad52-3e010354d410","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Install frames including trims to doors"
"b5072f5a-0926-57b3-b1c7-581e9c107354","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Install windows and trimming"
"cd9b88f6-2418-5343-a4bc-a8142327fea4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Install door panels"
"88bbc1a0-ff41-58b8-9a9b-87e9fa180571","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Installation of all hardware"
"36379b2d-67b0-5aee-aad3-c56a6d680d9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Ensure all external and internal angles are sealed"
"5f76a02f-45d6-5549-ab75-40903c113460","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","WP","Handover"
"1bb66bd8-2a37-4c20-9f62-e139dc3b7c7a","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W01"
"a38fae29-1ab9-5755-96ae-3a5e31d682a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Waterproofing angle completed"
"ef13b64b-f49c-5a1d-8c19-fd7edccc6da8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Installation of sub-sill and caulked"
"7cef9c60-69fd-5b73-a0c8-734452cf7888","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Installation of sub-head and caulked"
"0bfe08f8-772b-5ce2-86d6-dae6397f7adc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Install frames including trims to doors"
"f867a2a7-6170-5a4d-9b14-7c568075f8c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Install windows and trimming"
"84fe62b7-6225-54c3-aadc-579ef7c9083e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Install door panels"
"07c62aaa-3b1e-5462-b957-6296677f3cd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Installation of all hardware"
"673feb5f-87d1-5e10-a767-8996eb6ed5d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Ensure all external and internal angles are sealed"
"290ef914-2d9d-5920-b35a-6f2252c716b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W01","Handover"
"f618622e-0f02-41a8-8654-617e58923a98","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3306","W02-A"
"df8cab80-499c-5078-ba83-c66cc6ec101d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Waterproofing angle completed"
"2ad2007a-dce2-5d22-9e07-8e8d37681f64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Installation of sub-sill and caulked"
"d6d43366-5609-5523-9653-56c297d901d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Installation of sub-head and caulked"
"94a64c23-e69f-5959-8516-64305e4f5697","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Install frames including trims to doors"
"eeb59423-cdc7-5655-aa70-09d31f35a202","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Install windows and trimming"
"fe37b12e-294c-5b86-a565-c85373aaba62","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Install door panels"
"5bdf0959-f519-55d2-ad0a-8f7102a92375","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Installation of all hardware"
"538c9b71-b758-531b-962f-e2bf6aef3f31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Ensure all external and internal angles are sealed"
"6df02ca1-69b5-5c84-9fb1-e097ee085cc8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3306","W02-A","Handover"
"6546e9d7-8549-48bc-819f-242a936f31fd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 33","3307"
"c09ad121-40ba-4e25-85ec-ea7259b2e2e7","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W10"
"6fdd1f58-2180-5fff-9fe3-3caf87f38562","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Waterproofing angle completed"
"14a34af1-42c6-5c1e-9956-f08b6b22d0ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Installation of sub-sill and caulked"
"0bd5fb8e-f716-53e4-9d11-b91f791aa0d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Installation of sub-head and caulked"
"47bbe26b-f302-5064-b96c-9628c4fdb739","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Install frames including trims to doors"
"7b663f21-47b6-512e-be04-7ce4c98d1838","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Install windows and trimming"
"9c6d1591-0997-54c1-93e2-1b1781c15b9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Install door panels"
"8f901d39-9529-5970-a065-e6b66b83debb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Installation of all hardware"
"cf019ff2-43a9-5183-8548-915adb9ac190","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Ensure all external and internal angles are sealed"
"62a2670a-8cac-59ef-bf6c-4d8368009142","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W10","Handover"
"56167385-8a15-49fd-8f75-eaaec69f2fb4","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W11"
"e2ec4fe0-f235-53d7-b517-e05994774fd3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Waterproofing angle completed"
"8a3efa4f-0024-5825-833e-6ae329d23130","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Installation of sub-sill and caulked"
"0213c13d-0af2-5e62-adca-e1ecba281825","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Installation of sub-head and caulked"
"ff413e44-a378-5e65-9362-f96c6fff2f3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Install frames including trims to doors"
"4a97485a-df8d-5f37-b4a2-a1c8323de62a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Install windows and trimming"
"d806cb19-6647-52a2-99ff-53f4cc86ed6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Install door panels"
"6b1b04e2-f2a3-5bba-adfe-a90ae91560fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Installation of all hardware"
"ef71bc73-def3-5913-abb2-128dcaa3638d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Ensure all external and internal angles are sealed"
"284b6104-97ed-5d86-923f-b6141aa54e41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W11","Handover"
"00a12cd9-808f-4bc1-8509-cedf0d930261","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W12-B"
"23a8b976-df0f-54a6-8d90-29d6fbd7f512","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Waterproofing angle completed"
"63d633ed-102c-56ea-8e3a-1b1843187352","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Installation of sub-sill and caulked"
"df5fda59-4fed-5ccf-a2fe-551b6e6021e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Installation of sub-head and caulked"
"b6dfbf3e-0529-543c-b85f-ed74ffb48b82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Install frames including trims to doors"
"7d5f2a3e-d675-5435-abbf-a2e129f9ff70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Install windows and trimming"
"f2dcb21f-37b2-5e27-9be9-c12898b867ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Install door panels"
"8149c591-5a68-54b8-aab8-0f8ba175bbcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Installation of all hardware"
"2b288bec-0ccc-5b12-9109-f15db448b4d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Ensure all external and internal angles are sealed"
"df689e26-3982-5c82-b19d-6df410c0d07b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W12-B","Handover"
"0561db88-9299-4217-884e-4aaf51463ea5","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W14"
"27f64fd3-98ab-51d5-8467-be5827f02d7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Waterproofing angle completed"
"10118cd3-32b4-5711-962b-f96e4c334316","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of sub-sill and caulked"
"271a4c64-f45f-5417-85f0-873f1c2c126a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of sub-head and caulked"
"b74046df-d2e6-5d13-a866-ef9a8de0d3c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install frames including trims to doors"
"a9ef60a1-99aa-5257-9f98-4d72adf52d2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install windows and trimming"
"79cc232c-4754-589b-b095-f3762ad333d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install door panels"
"91b76851-b5fa-5131-bf8e-46cf5d8852e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of all hardware"
"49396701-0555-5870-9060-3334f2c6aedc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Ensure all external and internal angles are sealed"
"7522745e-9731-585a-a9fd-60ce83b44b1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Handover"
"f9a3b27c-2f15-42b1-b117-16bfbc47fe60","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W02"
"f4314192-2c98-5753-81d8-f03ec08d5daa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Waterproofing angle completed"
"7e091d24-8acf-5064-9dcf-81a013c4f393","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Installation of sub-sill and caulked"
"0ebc4859-62be-580b-825e-644a11465ab9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Installation of sub-head and caulked"
"7cb859c8-b2c7-5702-9e3d-ede666b5eec6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Install frames including trims to doors"
"70d8d814-2086-58f4-a797-b6c77641ab69","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Install windows and trimming"
"70022468-91ae-52ca-9788-a6a35604eed4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Install door panels"
"3232e8d5-786d-565e-960b-3772c1b2c3bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Installation of all hardware"
"4d08a323-c842-587d-8070-d156be393c25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Ensure all external and internal angles are sealed"
"7f5ba936-e13a-5342-8bca-b6174e2f1541","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W02","Handover"
"15d337ab-079c-46fb-b8c7-3438baad5e06","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W14"
"5f7a03d2-6022-5156-9484-d3271734e6c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Waterproofing angle completed"
"fd658cbd-4b95-5f62-90df-a44623882f14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of sub-sill and caulked"
"7a2200fb-2b09-535d-abd0-6ec1f819cdcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of sub-head and caulked"
"fc9d6929-459b-5716-ad71-9551697eafba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install frames including trims to doors"
"0bb56fbb-e376-5827-a1ad-d198d15f56af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install windows and trimming"
"99c1e79c-3f06-5819-bc20-3275be9ef1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Install door panels"
"900dbe82-cb2a-5f81-afc0-f12904f59b70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Installation of all hardware"
"9ce75e10-d446-553f-9f26-c66a54cb40a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Ensure all external and internal angles are sealed"
"ebbc051e-0e0c-5c48-be01-35253967e9df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W14","Handover"
"d66156a2-e01c-4c8d-b5c7-7d2708290aa1","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3307","W31"
"9cf33d66-c1d0-5c1a-a0e1-078d6eeb5cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Waterproofing angle completed"
