"","Reo","IFC Drawing","data:Steel Supplier","data:Other Steel Supplier","data:Reo Manufacture date DD/MM/YY","Cage dimensions","Fittings marked","Formwork","Formwork ready to commence","data:Panel type","data:Other Panel type","data:Panel difficulty","data:Location","data:Other Location","data:Quantity","data:Panel Weight (t)","data:Volume (m3)","data:Manufacture date DD/MM/YY","Formwork dimensions","data:Panel thickness","data:Thickness projection","data:Panel width","data:Width projection","data:Panel height","data:Height projection","Square","Silicone Bed","Edge Form/ Fillets","Position of reinforcement","Lifting devices securely/in place","Fittings locations V2","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Lifting devices securely/in place V3","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Ready to pour","data:Notes/Changes","Pre Pouring","Take a picture or attach copy of concrete doc","data:Concrete Supplier","data:Other Concrete Supplier","data:Concrete schedule docket #","data:Pouring date DD/MM/YY","data:Concrete Requisition (m3)","Correct mix being used","data:28 Mpa required","data:Other Mpa required","data:Type of concrete","data:Other Type of concrete","data:Concrete strength tested","Post Production","Post Production ready to commence - Lifting Mpa","data:Date panel stripped","data:Location (Rack #)","data:Other Location","Fitments removed (GT Caps, fillets, Ferrule caps)","Correct dimensions","Bulges, Dents and airholes within tolerances","Cracks within tolerances","Marking","Panel conform to specifications/ tolerances","data:Patching/fixing required","Concrete Test results (28 days result)","Storage","Inserts/Rebates removed","Filling points/lifters exposed","data:Location (Rack #)","data:Other Location (Rack #)","data:Status"
"A-L3P47","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","","pass","2.1","1","5.4","2.16","01/02/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44123","02/02/23","6.1","pass","50",""," 50/20/200","","Yes","pass","pass","03/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P48","pass","pass","","","02/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","1.5","1","6.62","2.65","02/02/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44139","02/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","03/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P49","pass","pass","","","02/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.6","1","6.61","2.64","02/02/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44139","02/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","03/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","8","","Delivered"
"A-L3P50","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","1.4","1","5.40","2.16","01/02/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44082","01/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","02/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P51","pass","pass","","","02/02/23","pass","pass","pass","pass","","","1.1.1","pass","4.1","1","5.40","2.16","02/02/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44196","03/02/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","04/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P52","pass","pass","","","02/02/23","pass","pass","pass","pass","","","1.1.1","pass","3.2","1","6.62","2.65","02/02/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44216","03/02/23","6.2","pass","50",""," 50/20/200","","Yes","pass","pass","04/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P53","pass","pass","","","02/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","6.2","11","6.77","2.71","02/02/23","pass","200","pass","2580","pass","5470","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44200","03/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","04/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","11","","Delivered"
"A-L3P54","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.3","1","8.97","3.59","01/02/23","pass","200","pass","6625","pass","3100","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44131","02/02/23","6.3","pass","50",""," 50/20/200","","Yes","pass","pass","03/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P55","pass","pass","","","8/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","4.4","1","6.60","2.64","8/02/23","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44446","09/02/23","2.64","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L3P56","pass","pass","","","02/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","14.2","1","5.40","2.16","02/02/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44196","03/02/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","04/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P57","pass","pass","","","08/02/23","pass","pass","pass","pass","","","","pass","2.3","1","5.25","2.1","08/02/23","pass","200","pass","4000","pass","2640","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44439","09/02/23","5.2","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","8","","Delivered"
"A-L3P59","pass","pass","","","31/01/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.1","1","2.65","1.06","31/01/23","pass","200","pass","980","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44062","01/02/23","6.4","pass","50",""," 50/20/200","","Yes","pass","pass","02/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","5","","Delivered"
"A-L3P60","pass","pass","","","8/02/23","pass","pass","pass","pass","Wall","","2.2.2","pass","4.6","1","7.45","2.98","8/02/23","pass","200","pass","5367","pass","3150","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44439","09/02/23","5.2","pass","50",""," 50/20/200","","Yes","pass","pass","09/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L3P61","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","4.2","1","4.20","1.68","01/02/23","pass","200","pass","3132","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","Prop ferrules detail says NF, icon seems FF. Checked with drafter: Ferrules FF","pass","pass"," Hy-Tec","","44097","01/02/23","5.6","pass","50",""," 50/20/200","","Yes","pass","pass","02/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L3P73","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","2.4","1","5.02","2.01","01/02/23","pass","200","pass","2608","pass","2570","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44140","02/02/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","03/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P74","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","2.1.2","pass","2.2","1","6.38","2.55","01/02/23","pass","200","pass","6618","pass","2570","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","44139","02/02/23","6.5","pass","50",""," 50/20/200","","Yes","pass","pass","","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L3P75","pass","pass","","","02/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","3.3","1","5.40","2.16","02/02/23","pass","200","pass","2000","pass","5580","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","PSA liftMX 10t","","pass","","pass","pass"," Hy-Tec","","44196","03/02/23","6.6","pass","50",""," 50/20/200","","Yes","pass","pass","04/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-L3P76","pass","pass","","","01/02/23","pass","pass","pass","pass","Wall","","1.1.1","pass","1.3","1","10.39","4.16","01/02/23","pass","200","pass","7000","pass","3620","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","Panel did not have Safety lifter, 1 SL added.","pass","pass"," Hy-Tec","","44091","01/02/23","6.7","pass","50",""," 50/20/200","","Yes","pass","pass","02/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"Building A - Level 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A-4B01","pass","pass","","","24/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.9","1","2.09","0.83","24/02/23","pass","200","pass","5215","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","Different lifters approved"," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B02","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","2.2.2","pass","","1","1.83","0.76","25/02/23","pass","200","pass","4390","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","Not pp done","pass","pass","pass","pass","","","Delivered"
"A-4B03","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2u","1","2.13","0.85","02/03/23","pass","200","pass","5318","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45491","02/03/23","6.2","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B04","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.7u","1","2.13","0.85","25/02/23","pass","200","pass","5319","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B05","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.7","1","1.09","0.44","25/02/23","pass","200","pass","2868","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B06","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2u","1","0.39","0.15","28/02/23","pass","200","pass","2542","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45383","28/02/23","3.2","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate ","Delivered"
"A-4B07","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2","1","0.99","0.4","03/03/23","pass","200","pass","6333","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45539","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","04/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B09","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2u","1","1.01","0.4","03/03/23","pass","200","pass","6531","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Other","2.5 Actech ","pass","","pass","pass"," Hy-Tec","","45539","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","04/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B10","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","","pass","7.3","1","0.88","0.35","28/02/23","pass","200","pass","5661","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45383","28/02/23","3.2","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B11","pass","pass","","","01/03/2023","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2","1","0.88","0.35","01/03/2023","pass","200","pass","5661","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45419","01/03/23","3.8","pass","40",""," 50/20/200","","Yes","pass","pass","02/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B12","pass","pass","","","01/03/2023","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2 u","1","0.88","0.35","01/03/2023","pass","200","pass","5661","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45419","01/03/23","3.8","pass","40",""," 50/20/200","","Yes","pass","pass","02/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B13","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.8","1","0.54","0.22","25/02/23","pass","200","pass","3547","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45280","27/02/23","6.5","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B14","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.3u","1","2.43","0.97","28/02/23","pass","200","pass","6226","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45383","28/02/23","3.2","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B15","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.3u","1","2.29","0.92","03/03/23","pass","200","pass","5729","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Other","2.5t Actech ","pass","","pass","pass"," Hy-Tec","","45539","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","04/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-4B16","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","","pass","7.2","1","2.29","0.92","02/03/23","pass","200","pass","5729","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Other","2.5t Actech ","pass","","pass","pass"," Hy-Tec","","45491","02/03/23","6.2","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B17","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","2.1.2","pass","6.0","1","1.91","0.8","28/02/23","pass","200","pass","4542","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45392","01/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-4B18","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.4u","1","1.65","0.66","03/03/23","pass","200","pass","4118","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45539","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B19","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","","pass","1.6","1","1.67","0.67","28/02/23","pass","200","pass","4181","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45374","28/02/23","4.5","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B20","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","1.6u ","1. 6u","0.68","0.27","28/02/23","pass","200","pass","4382","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45374","28/02/23","4.5","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B21","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","","pass","1.3u","1","0.11","0.05","28/02/23","pass","200","pass","737","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45374","28/02/23","4.5","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate ","Delivered"
"A-4B27","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","1.4","1","0.91","0.36","28/02/23","pass","200","pass","5849","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45374","28/02/23","0.05","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B28","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","3.6","1","0.91","0.36","28/02/23","pass","200","pass","5849","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45383","28/02/23","3.2","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B29","pass","pass","","","28/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","3.3","1","1.51","0.6","28/02/23","pass","200","pass","4543","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Other","Eye anchor 2.5","pass","","pass","pass"," Hy-Tec","","45383","28/02/23","3.2","pass","40",""," 50/20/200","","Yes","pass","pass","01/03/2023","pass","pass","pass","pass","pass","pass","pass","pass","No tag found","pass","pass","pass","pass"," Other","Gate","Delivered"
"A-4B30","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.7","1","2.24","0.9","25/02/23","pass","200","pass","5601","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B31","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","","pass","6.6u","1","2.25","0.9","25/02/23","pass","200","pass","5613","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","","","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B32","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","","pass","6.6","1","0.79","0.32","25/02/23","pass","200","pass","5082","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech","Change litters ","","","pass","","pass","pass"," Hy-Tec","","45308","27/02/23","6.3","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B33","pass","pass","","","25/02/23","pass","pass","pass","pass"," Balustrade","","","pass","6.5u","1","0.8","0.32","25/02/23","pass","200","pass","5159","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45286","27/02/23","6.6","pass","40","","40/20/200","","Yes","pass","pass","27/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B34","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","2.1u","1","0.80","0.32","02/03/23","pass","200","pass","5159","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45502","03/03/23","6.8","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Drive way","Delivered"
"A-4B35","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","2.1","1","0.80","0.32","02/03/23","pass","200","pass","5159","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45502","03/03/23","6.8","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Driveway ","Delivered"
"A-4B36","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","2.2","1","0.80","0.32","02/03/23","pass","200","pass","5159","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45502","03/03/23","6.8","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Driveway","Delivered"
"A-4B37","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","2.2u","1","2.43","0.97","02/03/23","pass","200","pass","6084","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45502","03/03/23","6.8","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","5g","Delivered"
"A-4B38","pass","pass","","","02/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","2.3","1","0.78","0.31","02/03/23","pass","200","pass","5050","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45502","03/03/23","6.8","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","5g","Delivered"
"A-4B39","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","1.1.1","pass","6.4","1","0.73","0.29","03/03/23","pass","200","pass","4689","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," None",""," Foot Anchor 2.5t","","pass","","pass","pass"," Hy-Tec","","45539","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-4B40","pass","pass","","","03/03/23","pass","pass","pass","pass"," Balustrade","","3.2.2","pass","5.1","1","0.83","0.35","03/03/23","pass","200","pass","4930","pass","310","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","45518","03/03/23","6.7","pass","40",""," 50/20/200","","Yes","pass","pass","03/03/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
