"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ad2e66d9-2596-4836-a908-083dbbe44f93","","fail","","folder","TRUE","FALSE","Site QA"
"784115f6-d19e-481e-98da-2dadf5aee4f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"998b52fe-078b-4425-921a-56aa05273680","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2"
"623dd645-284e-4fac-9eb7-8bd581819cf9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"3bfc0efe-503c-42bd-9d67-17d4450a6dec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 201"
"22e2632a-782c-4003-97dc-af4b10aed2ae","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","TV Lounge","Pre Wire"
"263c7516-51cb-4c4e-a171-4dbb34ebf053","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","TV Lounge","Terminated & Tested"
"e04254e0-4a4b-4bf6-aab3-a2f98fef307e","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","TV Lounge","Fit off"
"e3414136-6c9b-415b-8b1a-bdef3151f928","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Biliards"
"cc906230-0340-4bab-997b-7eafcfe13198","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Biliards","Pre Wire"
"ff68c401-d187-4d9e-ab44-e97ffbfe26e9","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Biliards","Terminated & Tested"
"b4637509-8459-4662-8de1-352533fb5dd1","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Biliards","Fit off"
"7adea880-cc81-4265-82f5-bd2d68b02b23","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Bar"
"4e713b46-7d36-42a7-9e95-154c35feef6e","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar","Pre Wire"
"3ad84875-9c42-4871-b6d4-9c94fe52c0e0","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar","Terminated & Tested"
"a9d6132a-880f-42de-ac94-6bebe3b7cf06","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar","Fit off"
"9426039a-d8f2-468e-a4ad-be13d84926d1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Bar/ Dining"
"6aa1d97c-3310-4faf-974b-65fbf6b52403","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar/ Dining","Pre Wire"
"ce175e2f-ffd1-4ef1-9f08-35022f4358ce","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar/ Dining","Terminated & Tested"
"d132c7c8-fea9-4b31-a0e3-0b4928766bad","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Bar/ Dining","Fit off"
"f1539f82-94d9-4587-8f45-8767ae6a86db","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Staff Room"
"e003f550-77ae-4681-b78e-45bcf92e868c","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Staff Room","Pre Wire"
"8281abe3-a81c-4c9c-ac8c-b72d67df6574","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Staff Room","Terminated & Tested"
"9379210e-3987-43f7-8b54-2ff10d7a1126","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Staff Room","Fit off"
"9888b2d4-aecd-48d1-8554-fddf3c117fb3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Lift Lobby"
"27cb745a-dc0b-4b4e-9cfa-880b4f6b9708","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Lift Lobby","Pre Wire"
"d32a6fdb-987f-4fa2-815f-57eac8b76a76","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Lift Lobby","Terminated & Tested"
"b78b26b9-5420-498f-a31a-e864ad03ab57","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Lift Lobby","Fit off"
"d151d360-77f7-4e94-86fb-da2114adc736","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","Swb room"
"e9d34272-7d34-4b65-9fc5-a34f94e50a71","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Swb room","Pre Wire"
"1c6e95d3-7e80-451c-9da7-a41136c70206","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Swb room","Terminated & Tested"
"4370a7ab-88fe-4d83-819a-152be85ce99d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","Swb room","Fit off"
"127a3801-2b14-4723-bbf2-864df7ca7fda","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","ACC WC"
"038d8928-32fb-4875-9156-4220609c256f","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","ACC WC","Pre Wire"
"d50e3088-332d-4f6d-91fc-fa1270e30755","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","ACC WC","Terminated & Tested"
"73caa330-c036-42f2-8c6e-02aec117a9ef","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","ACC WC","Fit off"
"223700cd-2235-4285-989a-25f9f556a03e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","WC 1"
"212e052f-08a2-4cc2-b179-94bb3d19b586","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 1","Pre Wire"
"11bcdcf3-b415-4de4-8a8f-baef13c60ffd","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 1","Terminated & Tested"
"3b82c556-e818-434b-810d-249dfe284639","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 1","Fit off"
"da8df1ec-5b8b-4e02-80a8-4fe13e32dc01","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Common areas","WC 2"
"bada9bbd-301e-4969-95f9-91637c9fd614","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 2","Pre Wire"
"09d51925-cd21-48dd-bd5b-a829521f63f4","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 2","Terminated & Tested"
"77ca20cf-2a11-456d-951c-af01ca4f32cc","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Common areas","WC 2","Fit off"
"7f63cd2e-03ab-4fc0-bd92-94c49271b834","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Service areas"
"d65e90f7-018d-4a96-9776-c6deeead985f","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Service areas","Electrical DB"
"626cc8d1-04df-4acf-b597-e00b917b3ff6","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","Electrical DB","Pre Wire"
"c73250ed-8af8-41ae-85a7-92fc6a9794cf","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","Electrical DB","Terminated & Tested"
"7cd94562-91f8-48cb-8bc5-44a7561b205a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","Electrical DB","Fit off"
"91b0c6a9-6e66-4bff-836d-dc1db8e46be1","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Service areas","ICT Riser"
"5fbef124-a12f-49ed-a248-f3cb013b4a5f","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","ICT Riser","Pre Wire"
"e7515290-5c42-4a55-a31c-3ad42b93924f","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","ICT Riser","Terminated & Tested"
"6e38adff-18b6-4e77-b3b3-05502e14b8bc","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Service areas","ICT Riser","Fit off"
"3e1c47ec-0a7a-4e6f-b65d-b6ae5f48d428","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 4","Floor Commissioning"
"4a32ba3a-fc62-4c0b-9af0-f9ee22ce2cd1","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 4","Floor Commissioning","Floor Commissioning"
"3f4766ca-5c7c-4643-b600-56296d819c65","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5"
"cac4018d-fe23-4ddc-afdb-fe046c94e51e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas"
"a04df566-0497-4db2-8e90-f9a1522c31cd","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 501"
"6e37fff2-4ae0-4db5-bec3-1f424070337a","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 501","Pre Wire"
"a398d496-b680-492f-9569-528b1f0ae6d6","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 501","Install DB"
"b36cb777-072b-4647-8532-e8b49ca30951","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 501","Fit off"
"8fb276e5-3236-4d4e-b2f7-dec2bc141d3a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 502"
"79847bc8-0da7-489e-b297-4eb80e2a3002","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 502","Pre Wire"
"3122be69-561e-4761-9082-99e407aa6a50","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 502","Install DB"
"09a48729-6257-41f4-bed7-584840ce84c8","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 502","Fit off"
"4697a93c-a434-487f-8cc0-2c2b24a85867","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 503"
"cd9c07a8-9461-4bd9-8aee-57eed0d70440","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 503","Pre Wire"
"be3de8d6-9727-4615-b755-60fbe6391144","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 503","Install DB"
"241d522a-edaa-44fc-acbb-2ac6af237135","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 503","Fit off"
"4f1f9beb-008e-4f77-b924-462f9137e8cd","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 504"
"dc30ff60-90d7-4dbb-8a46-81ad5abb321d","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 504","Pre Wire"
"498c7f1e-92cb-4ca8-aa42-4f1d5cf5e88b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 504","Install DB"
"38958ac5-4df5-4751-bad7-1785c28bf2af","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 504","Fit off"
"6d586353-393c-451b-a76e-e34893d901ae","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 505"
"f3ae1e18-d0a3-4b03-90e0-321835a54752","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 505","Pre Wire"
"d419e6a4-646d-413e-9709-3f8613f30ebd","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 505","Install DB"
"71cc7577-6978-4e88-bb5a-b19c3d4e37ab","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 505","Fit off"
"b6ed6600-2ba8-419d-83ef-ab7aaf05b09c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 506"
"27e98acc-1130-4722-b068-37f3a38a3b0d","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 506","Pre Wire"
"674ab6ba-6be3-4e3a-b414-f810c76664cb","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 506","Install DB"
"91e96943-46ca-4f5e-88d2-7d6a1cd1f3ae","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 506","Fit off"
"138d89cd-fc03-4b29-9207-5277ef601828","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 507"
"4a4d57e0-747d-445e-b76d-4dbdbb18836b","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 507","Pre Wire"
"45eb1259-9a47-407f-8b65-abe876c47953","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 507","Install DB"
"46d5ca9e-9cb3-48e6-98a9-355cf072b12d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Residential areas","IA 507","Fit off"
"83476d2e-40a5-4565-aad9-ae1283547674","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Common Areas"
"c90e4161-5428-43e8-97bc-4e04c9b7b205","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Common Areas","IA Dining"
"1275cfe4-dff4-4465-a058-f62d12bedda1","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","IA Dining","Pre Wire"
"b1761459-8664-49f7-96bd-973dc5a4301d","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","IA Dining","Terminated & Tested"
"4ddf44e0-db4c-4cb9-a5db-49764cea654d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","IA Dining","Fit off"
"bd64d57e-0aae-4388-8439-4cab1238bd9c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Common Areas","Corridors"
"8edd36ba-6b20-4ab0-813b-5f37de3671f0","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","Corridors","Pre Wire"
"5be5d126-be1c-44ef-be81-af86f6714eaa","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","Corridors","Terminated & Tested"
"f2352ec3-4031-467b-b1d9-b00f0298c99e","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Common Areas","Corridors","Fit off"
"bffc3d85-a2fe-4e04-a099-d509404475ea","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Service Areas"
"2d6d2967-e2c0-4a14-87ad-fedb57e3bfd4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Service Areas","Electrical DB"
"14421c07-9eac-4499-81ee-a99b5f503a79","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","Electrical DB","Pre Wire"
"e7d47cbf-e913-4841-816e-c8d21d4481bf","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","Electrical DB","Terminated & Tested"
"8bcf0aba-807f-48d1-a80b-957816223baa","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","Electrical DB","Fit off"
"82c1b3bf-ef89-4e13-9f18-27b34e5db82b","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Service Areas","ICT Riser"
"867c7e0e-822c-41ef-b437-33ecd27e4e2c","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","ICT Riser","Pre Wire"
"e35d27b3-965b-43a0-9da5-421821510615","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","ICT Riser","Terminated & Tested"
"0c26e99b-9883-4dec-b92d-7dcac31364e3","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Service Areas","ICT Riser","Fit off"
"fbe0ae51-581a-4e46-a69f-e1916f7345c7","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 5","Floor Commissioning"
"bab4090d-c079-4d82-b12c-1f097f6703c0","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 5","Floor Commissioning","Floor Commissioning"
"c995defa-17d9-4d69-959a-787ec2d43033","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6"
"c39e9be6-0427-42d7-8b3b-f74124e01aee","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas"
"edef46ad-436e-45d2-a0ec-fd31d0c77d4a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 601"
"3597cdc1-f498-48b0-9156-3efdb416fa85","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 601","Pre Wire"
"c675377c-f908-467b-989e-cb28ba2c0f2a","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 601","Install DB"
"cd6653b7-ce73-43ac-9546-8ef8a8c6a557","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 601","Fit off"
"4e51e65c-5067-463f-8028-b1c5b8da8e77","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 602"
"f9c7b32b-8452-4aa3-b90a-ab1dcb2fc192","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 602","Pre Wire"
"0b3d073e-5ca5-4254-9a9f-249b01c6776b","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 602","Install DB"
"3792b457-03e6-4845-a581-0268e41fd514","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 602","Fit off"
"ca9f0dd7-27b2-4f05-9dc0-6f0f65b98b4e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 603"
"f09352bd-a53b-4756-97fa-09b0e0f63fe2","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 603","Pre Wire"
"baa111ed-b510-46b6-b5d4-433ea2c3b415","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 603","Install DB"
"5502bd74-07fe-4a71-ad83-1639b63bf0fb","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 603","Fit off"
"cb743559-c8f9-45d7-a963-ee5d04136315","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 604"
"852021e6-04c9-42cd-be61-0b9fff81348a","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 604","Pre Wire"
"a2ce881d-d9aa-4a86-9acb-246492ce7d1d","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 604","Install DB"
"425175ca-a7b3-4b29-b76c-fdeba60508ae","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 604","Fit off"
"e4a189b5-77de-481b-b2a0-679d49dd8cb6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 605"
"60c27b3f-ed22-4e1e-b44e-fb5e5a360533","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 605","Pre Wire"
"9cf977c4-1ff4-4f50-9d50-a1448bf35ad0","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 605","Install DB"
"71ac8500-0eb5-44ec-b174-9951a38763e7","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 605","Fit off"
"61516e13-85a4-4106-83e8-a6f92168d885","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 606"
"e92b5ee2-15a0-4e32-8293-f1e12b260bf5","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 606","Pre Wire"
"89afd1c4-cbb6-40f8-a2f7-7e0e16171725","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 606","Install DB"
"047379b9-b6b7-4c22-b885-ecaa1d8564ff","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 606","Fit off"
"ac0c2373-86cc-4c44-bce3-6960e8f2f438","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 607"
"44a81452-135c-4918-81a7-b48fa2b16d3a","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 607","Pre Wire"
"a312c88b-05c0-4fd3-86e2-bf6f580121ca","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 607","Install DB"
"55bb9f46-8048-4d72-868b-5724614c0a6b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Residential areas","IA 607","Fit off"
"a54db4fc-53d0-4f13-92db-e580e2e9f981","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Common Areas"
"0ce0ea48-08fd-46cd-b583-18f62b808507","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Common Areas","IA Dining"
"973a6903-8334-4dba-8e83-d870a75f244b","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","IA Dining","Pre Wire"
"091516d9-a209-4a60-8891-9cbe03096382","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","IA Dining","Terminated & Tested"
"3b5312ad-84f4-4bba-9a0c-dcb5a1b3e8c7","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","IA Dining","Fit off"
"265752a0-47d3-4223-acdc-840be7eeae1a","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Common Areas","Corridors"
"369cdf5d-c328-45c4-9acf-4ae89969f1b1","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","Corridors","Pre Wire"
"1c3c4055-50b5-44d4-9e99-94494d131640","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","Corridors","Terminated & Tested"
"8f0b1ca5-d1e2-4fda-9f25-b1226b492321","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Common Areas","Corridors","Fit off"
"9008d67a-442c-4703-8c06-7a4032ee2462","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Service Areas"
"4e0e9afd-4c77-42ce-80fd-e1b911aca401","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Service Areas","Electrical DB"
"c4ae6dbc-bd10-4687-9679-a752ebd15fd8","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","Electrical DB","Pre Wire"
"c11c8dc9-b472-4d72-ad08-4181e1dd20e2","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","Electrical DB","Terminated & Tested"
"abf99426-4538-4a79-959e-d3229fd48de2","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","Electrical DB","Fit off"
"bd672e95-5378-49c0-9b67-14f28844091b","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Service Areas","ICT Riser"
"0eb28e64-87b9-4201-93f5-502881ed262e","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","ICT Riser","Pre Wire"
"d715934d-98e7-4dec-8ed4-b68329af8508","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","ICT Riser","Terminated & Tested"
"37e96f6e-15e6-41ea-a898-004816bde149","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Service Areas","ICT Riser","Fit off"
"e8b00e67-d968-448d-9397-7461fcf9ca49","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Level 6","Floor Commissioning"
"5c96cb34-a327-471a-b0ce-ad6bb7b5e85f","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building E","Level 6","Floor Commissioning","Floor Commissioning"
"6cfecca0-586d-41f2-9583-e5445a861804","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7"
"454c39c9-f221-46af-a5bd-79b619f47f01","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas"
"77a00dcc-9d67-43b1-a5c4-26d9ca930503","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 701"
"1b8248cd-cdc1-405f-90db-67f987debbe7","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 701","Pre Wire"
"10266316-b31b-406d-8113-1e315060b497","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 701","Install DB"
"52e82ff5-4b02-4046-9b08-71a7956ed72f","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 701","Fit off"
"5d90ae64-084e-4131-b59e-7e96e9d92df4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 702"
"fbb09c9a-7694-47e2-bee8-653c31e5431c","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 702","Pre Wire"
"abf960b2-60d0-45b3-814e-d968fcc32ac0","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 702","Install DB"
"21418d19-2bc9-46e1-b121-c804ae98824b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 702","Fit off"
"aa316d25-540e-4f5a-b92d-b691a1279f82","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 703"
"a9cf0a14-bda3-4d9a-bed9-6d505b6a413b","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building E","Level 7","Residential areas","IA 703","Pre Wire"
