"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d57bc1-7337-4e17-a6ec-cf6206a0fd1f","","fail","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders"
"f1979c44-56b0-4cdd-8b4c-c7a67c162f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders","#4 W3- W2.04 Living (UA02) SD"
"d991c3c5-cda4-4b80-9b92-467af2cb5c83","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#63 W9- W5.31 Bathroom (UE05)","Glazing"
"1b7d0584-215f-44ec-b933-a3992645fad0","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#63 W9- W5.31 Bathroom (UE05)","Performance Tests"
"b20e5416-ee01-4f42-a34b-0097372faa30","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#63 W9- W5.31 Bathroom (UE05)","Handover Checklist"
"e4e56ab0-4e0e-4e91-8c66-6fe549cb0270","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)"
"7cfc79f0-128a-4d3b-a71d-e9f1580f2474","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)","Pre Install Checklist"
"f0d1b322-524e-4775-af79-4b7737ba512b","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)","Installation"
"7ff14601-9c85-4bf7-b112-0568cf6ef438","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)","Glazing"
"1ecdedc9-df94-4497-97d1-f459fb6af7fa","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)","Performance Tests"
"ac6e9289-3999-470a-ab4d-a74a810398a7","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#64 W1- W5.32 Bedroom (UD05)","Handover Checklist"
"e485aa84-5129-4792-9187-1e99241ef6fb","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)"
"8b38d9fe-6e91-4c13-affe-c9330e9e44f0","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)","Pre Install Checklist"
"2593f50e-a292-4b7e-a091-d044e5b74d5c","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)","Installation"
"8bcd8d22-b61c-406e-86bd-80f2a8c7bf57","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)","Glazing"
"1a320151-3e39-4e2e-b359-a81b8a5aac95","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)","Performance Tests"
"0466b9b0-75e0-497f-8849-f7fcb1ae4301","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#65 W2- W5.33 Bedroom (UD05)","Handover Checklist"
"e366cfa5-f707-46c4-b75f-1e672f575d18","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)"
"2f8bf10f-e2e0-4c5a-8ff1-392be6f96631","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)","Pre Install Checklist"
"248971f7-fdd7-4420-88fa-9b757256e6ca","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)","Installation"
"86bd8725-e1b6-44fc-a1a4-db08bb7a46a9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)","Glazing"
"3519aa0f-8e30-41ea-88b7-c042f3c6f43b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)","Performance Tests"
"16b1a569-ca5b-404d-8432-6a08ecb07995","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#67 W1- W5.35 Bedroom (UC05)","Handover Checklist"
"20645c5b-8ecd-4118-a661-d6215f9dd4df","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)"
"470d105c-7550-4a5d-9942-ec6276df0090","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)","Pre Install Checklist"
"033748b1-90b2-414b-97a4-5c3696132a3a","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)","Installation"
"356b0486-c867-4813-ac2b-e0726f1d09ce","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)","Glazing"
"ed006920-8481-46ee-ba43-8e66ee6b71d4","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)","Performance Tests"
"664dbd63-0b77-460c-b434-8738485f4632","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#68 W2- W5.36 Bedroom (UC05)","Handover Checklist"
"e7574af1-7432-4b79-bcc6-0838c8cb7aef","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)"
"48067cde-aff8-4bff-9155-30b27de19283","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)","Pre Install Checklist"
"e93091c3-7b4c-4435-91d7-7799df8df1d5","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)","Installation"
"2bbcfa31-e497-41cd-8525-eb0388e982b5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)","Glazing"
"d8bf63bd-37e2-461a-b16a-0b00ddb40506","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)","Performance Tests"
"7bd10bc0-3dcb-4fcf-b1b4-935c8b1c72de","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#70 W1- W5.38 Bedroom (UB05)","Handover Checklist"
"b2480000-963a-4ee4-8b8c-9b66245affaf","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)"
"f645f9d0-86e9-497e-89e3-40f8a969f8c1","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)","Pre Install Checklist"
"f7554f6b-07a7-48e3-8811-0f6c0cb289ea","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)","Installation"
"d245ffd8-dc5e-41dc-8070-a00826f63055","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)","Glazing"
"2aee5b82-ada9-40fb-b993-c5c0542d835b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)","Performance Tests"
"fa67c669-79c6-4090-bee1-d62d653bfea3","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#72 W2- W5.39 Bedroom (UB05)","Handover Checklist"
"c36b177e-c371-483b-8681-7f2dab6d9074","","not-started","","folder","TRUE","FALSE","STAGE #13"
"294eba87-888f-462c-b4e6-c74f14398fed","","not-started","","folder","TRUE","FALSE","STAGE #13","#25 W18-W1.24 Corridor"
"26aab347-c622-46da-bb7b-352f55d8e149","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #13","#25 W18-W1.24 Corridor","Pre-Install Checklist"
"66fae0b4-6abf-4804-b3d4-685b5ea1c625","","not-started","40mm Seismic Strip Window - Install Checklist","checklist","FALSE","FALSE","STAGE #13","#25 W18-W1.24 Corridor","Install"
"6a41ffa9-9b98-4acb-92bf-86725d52d9e0","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #13","#25 W18-W1.24 Corridor","Glazing"
"af673a05-c474-409a-847a-a5e603855658","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #13","#25 W18-W1.24 Corridor","Performance Tests"
"0929022f-e313-4930-9d5d-1f513c03261c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #13","#25 W18-W1.24 Corridor","Handover"
"d42ec1dd-e444-4f9f-9147-06872e18f82f","","work-in-progress","","folder","TRUE","FALSE","STAGE #14"
"ce8a1b7c-7695-49d0-8a43-175e2dc999d6","","not-started","","folder","TRUE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD"
"cf807df5-d00c-44c3-b74e-5164b2b1f637","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD","Pre Install Checklist"
"364c314c-9978-41f9-b36e-6694efcb1b6d","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD","Installation"
"59e7758d-6a19-4c7b-98cf-a17b5cfcfb37","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD","Glazing"
"be583a06-6fa0-453d-958c-ca56ab646a40","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD","Performance Tests"
"a01d6058-32f4-4d1e-a942-21d4137df7ec","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#4 W3- W1.04 Living (UA01) SD","Handover Checklist"
"88ccd6a6-a5be-4578-8a69-9b7751cd3fda","","not-started","","folder","TRUE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD"
"1eec8863-9b4c-4993-bec1-43c30056f24c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD","Pre Install Checklist"
"be52d623-1836-4513-9c95-d53eb4580345","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD","Installation"
"8eb8fef1-6230-4506-9276-6b6eb7e2c1fd","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD","Glazing"
"80b0c8df-0d21-44d1-b978-8de042f79e2f","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD","Performance Tests"
"fba0a8b8-5f3a-44e3-88fc-f3b8b8240a9c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#18 W3- W1.17 Living (UH01) SD","Handover Checklist"
"4788f9ee-c8d9-4e2f-bea4-6afd24b176d9","","work-in-progress","","folder","TRUE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD"
"e3a09533-410e-40a2-bf33-84ec352d2638","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD","Pre Install Checklist"
"0b42d196-8246-4a81-a5fc-db26cf577aa6","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD","Installation"
"9513a4cf-bf8b-44fa-8128-e60866d9cbfb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD","Glazing"
"7aa7f8db-ddf3-41b4-be2e-f0233e131ede","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD","Performance Tests"
"f26e872f-88ab-4b99-b862-d91db6a864b3","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#21 W3- W1.20 Living (UG01) SD","Handover Checklist"
"aa4b9242-a391-4c87-a78c-96ddcec78265","","not-started","","folder","TRUE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD"
"4302f67e-5e62-4b27-8bba-0eb117cdaf2f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD","Pre Install Checklist"
"5106d3fa-a21f-421d-accd-068e57cdbdb5","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD","Installation"
"8bf7c04c-7a17-4676-bda9-85049abb3460","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD","Glazing"
"7e23187b-503f-4f01-ab2d-e00541922c41","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD","Performance Tests"
"d2404624-03c4-4e2b-b858-0581b854ca5c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#24 W11m-W1.23 Living (UF01) SD","Handover Checklist"
"a917dac1-529d-474e-99db-885b406f3be9","","not-started","","folder","TRUE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD"
"cf83b499-f505-425c-9f69-ae278eb438cf","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD","Pre Install Checklist"
"a41b554e-8d2a-4078-aeb2-420d6159aec6","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD","Installation"
"707d3531-9bcf-47f9-838c-6dd26207453c","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD","Glazing"
"a5a81ebe-4847-4a64-8e3e-2f11eb812bce","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD","Performance Tests"
"575b6be3-db69-4f24-8ff6-26cdc17a2529","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#26 W11-W1.25 Living (UE01) SD","Handover Checklist"
"f4beba23-e2ba-492b-b60c-635f1774e583","","not-started","","folder","TRUE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD"
"8bf3c70f-e940-4cf7-a481-34b8506530be","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD","Pre Install Checklist"
"464fd183-cef9-4e5d-9718-ff9a62e1d759","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD","Installation"
"15f424df-09ec-44a9-90f7-dcff311783df","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD","Glazing"
"fd56c82b-09af-4206-86e9-6e678c9e7506","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD","Performance Tests"
"6fd193a4-e60e-46fb-ac9c-33a1ef8a659c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#31 W3- W1.30 Living (UD01) SD","Handover Checklist"
"22f5d419-6011-4f75-8526-692a0cb07748","","not-started","","folder","TRUE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD"
"2d519704-872e-4a00-bc52-ae458cf9c1ce","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD","Pre Install Checklist"
"3ab3c23c-8b72-4e5d-a28d-dc5d8bf687f0","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD","Installation"
"a2cc40c0-279b-42c0-aae1-af4069204b13","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD","Glazing"
"d3c56b9d-cf1b-4ddf-8411-5ac36db82a4b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD","Performance Tests"
"80aba61c-7f08-4fee-9029-9242a3025097","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#34 W3- W1.33 Living (UC01) SD","Handover Checklist"
"262d6c52-b008-4617-89da-22e3329da44d","","not-started","","folder","TRUE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD"
"40274e4f-a251-4cd0-bf40-c113315d373e","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD","Pre Install Checklist"
"68b397b5-04fe-481a-9506-e5d64022a5a8","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD","Installation"
"11a9dc44-4235-4969-85cd-fdb8ecaf2cfb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD","Glazing"
"3bf6ef6b-7d8c-4c31-8fb5-3cd3e17e21c9","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD","Performance Tests"
"f48bc1d9-bda6-46fc-9399-f31c350ad002","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #14","#37 W3- W1.36 Living (UB01) SD","Handover Checklist"
"0a24061f-b5e0-4ce1-81f2-626600460677","","not-started","","folder","TRUE","FALSE","STAGE #15"
"10041378-3e2a-4a69-8e88-9fefb8892c7f","","not-started","","folder","TRUE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))"
"a803f0af-12b8-4243-afc0-51a166d91227","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))","Pre Install Checklist"
"0df1fc4c-5858-46af-b9cb-460176faa940","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))","Installation"
"57b7461e-5654-40dd-ab81-dc817cf1ddeb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))","Glazing"
"912de870-f863-4ec1-8885-4cd2b69dae69","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))","Performance Tests"
"d9ed754d-3d07-4db2-b275-51df9ebb20b3","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#2 W1- W1.02 Bedroom (UA01))","Handover Checklist"
"bb70d7c7-5436-43b6-b60f-65f2df2c31df","","not-started","","folder","TRUE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)"
"496fa995-e5fd-4ccf-b7d6-e095a0a2253f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)","Pre Install Checklist"
"4f5af43c-b701-4b4b-a5bb-2dd918452edf","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)","Installation"
"3ac605d7-088f-4f59-ac45-bc8ab623ddfb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)","Glazing"
"7134517f-e742-49cf-8c87-30944731b25b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)","Performance Tests"
"61bc8947-0d02-45de-85bf-800a08626992","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#3 W2- W1.03 Bedroom (UA01)","Handover Checklist"
"bdae264f-1c08-460f-b5ff-d68f189258ec","","not-started","","folder","TRUE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)"
"38057469-8ccc-4811-85af-7ed970a441f0","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)","Pre Install Checklist"
"cac73c62-0b9e-4967-b079-5128824a053e","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)","Installation"
"e0153079-4b8d-49cd-a54d-bd9ff1a27859","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)","Glazing"
"56c9fc81-fc10-47b1-852f-8c76e6da837a","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)","Performance Tests"
"e8202b15-1ea5-4905-8ed5-12fc33e56b95","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#5 W5- W1.05 Living (UA01)","Handover Checklist"
"7a537044-cc0a-4156-8222-485ceb15600e","","not-started","","folder","TRUE","FALSE","STAGE #15","#8 W5- W1.08 Stairs"
"6069a884-0f8b-4324-b49b-dab8eb81ceeb","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#8 W5- W1.08 Stairs","Pre Install Checklist"
"fc423776-fc46-4c3f-9504-4968f306c0b1","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#8 W5- W1.08 Stairs","Installation"
"de740bd6-0356-4a35-9974-7b8017c2cd43","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#8 W5- W1.08 Stairs","Glazing"
"c9606a83-db38-4999-822f-1ad4fd58c714","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#8 W5- W1.08 Stairs","Performance Tests"
"8a012d09-768c-4cc3-a875-8bd3f2dbb982","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#8 W5- W1.08 Stairs","Handover Checklist"
"58a3c243-869c-4e51-ab16-2a1397219017","","not-started","","folder","TRUE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)"
"9f36b873-cf89-434f-8c1d-3413d380df88","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)","Pre Install Checklist"
"4d086501-6cea-4dc6-9a64-e3b6515bd5d1","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)","Installation"
"378d4913-63b7-4342-86ca-a3a37a00d168","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)","Glazing"
"b8b5582f-fcdd-4ba2-a68d-0c0ecdf5e3bc","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)","Performance Tests"
"9419b967-8e7e-4e41-8a42-1f5ee03e8be2","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#16 W1- W1.15 Bedroom (UH01)","Handover Checklist"
"77e2b8ef-cce8-4723-ba23-99d15c3b6fad","","not-started","","folder","TRUE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)"
"027da21b-7b15-423f-8314-3c5d7c4ace37","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)","Pre Install Checklist"
"16104e15-6d97-4eb7-ad57-20ab50f404d5","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)","Installation"
"d91d66b8-a4c2-4cd9-b307-4d6a7e34a18b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)","Glazing"
"eb0168cd-e8dc-4a7b-bb4b-eaba89506e29","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)","Performance Tests"
"fe7219e6-3dce-4116-bd4a-0f1249ff1361","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#17 W2- W1.16 Bedroom (UH01)","Handover Checklist"
"ac663db8-6aa7-4728-9bdb-981c84c015b8","","not-started","","folder","TRUE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)"
"b9e2bec2-0ac2-42c5-a51a-1642aea24662","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)","Pre Install Checklist"
"5fbd8cdc-233f-4dd9-84d1-dcb99f9c9b3f","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)","Installation"
"1b0b6245-9776-4fc7-a7bb-e09fd96be737","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)","Glazing"
"ca717d7e-c2c9-4633-8cc0-c4211afc6622","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)","Performance Tests"
"e827a41d-ea1d-4e34-9c3c-054787228822","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#19 W1- W1.18 Bedroom (UG01)","Handover Checklist"
"af9f1314-fff2-42d2-8e20-fb1c55cd9324","","not-started","","folder","TRUE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)"
"336fbaba-0634-4d7f-94b0-baa0056b4de9","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)","Pre Install Checklist"
"d63d66e5-a904-4467-8c0c-ab37eaceca35","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)","Installation"
"7b35df13-2a48-4434-9941-089945b1f5f9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)","Glazing"
"9d3a7dcf-ef84-41a4-8605-0326afd89544","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)","Performance Tests"
"f70bd256-cdf9-4834-a961-7ba5d2be835a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #15","#20 W2- W1.19 Bedroom (UG01)","Handover Checklist"
"c4dab64e-31c7-4540-b6c1-445ff7d38ff3","","not-started","","folder","TRUE","FALSE","STAGE #15","#22 W9- W1.21 Bathroom (UF01)"
"43d48346-a326-4441-8dfc-033a98fd22c3","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #15","#22 W9- W1.21 Bathroom (UF01)","Pre Install Checklist"
"747be57d-a1c3-4302-ac15-03aa365f99e7","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #15","#22 W9- W1.21 Bathroom (UF01)","Installation"
"9322d865-3880-4b92-b099-056a1cf67e55","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #15","#22 W9- W1.21 Bathroom (UF01)","Glazing"
"9d81fd4f-b64d-4c86-9d49-b38b19d63e16","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #15","#22 W9- W1.21 Bathroom (UF01)","Performance Tests"
