"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8c386a6d-c87d-48f2-9d7c-1ed813dbb8d4","","folder-normal","fail","","step","FALSE","FALSE","Zone 1"
"3beed634-fa11-4f11-89db-8d2343eadac7","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Eastbound"
"6425aa4f-219c-47c7-9566-d7f4b90dfe64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone 1","Eastbound","Utilities"
"3a23b95e-f700-41a2-a78b-82d1e5034171","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910"
"0180ae6a-7112-56f7-94c7-9c485034ed93","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910","Setout, Materials and Preparation"
"48fb8f88-4afc-5856-91fe-1ad28ff29a86","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"e8d5a68b-032b-5b77-8c22-5e53fea7d200","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.19 - Residential Vehicle Entrances/Driveways"
"ee8ee4fb-245b-51eb-9344-ff300ba109db","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.2 - Residential Vehicle Entrances/Driveways"
"e0e44b1d-4f78-53ec-9e09-5c6165de94b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.21 - Residential Vehicle Entrances/Driveways"
"77449b8c-706a-53c1-aeb0-edf90f55d32a","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"14a8a52b-7600-5d4e-979a-610b5f97f2c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.22 - Residential Vehicle Entrances/Driveways"
"a1ce3340-43b4-53e7-b6fb-ee37cbcadd29","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"eb2b3087-91a2-542d-8f80-99e6b90fd859","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.23 - Residential Vehicle Entrances/Driveways"
"a2da1cba-d305-5d18-ab29-2050983b7514","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.24 - Commercial Vehicle Entrances/Driveways"
"b0e01b7c-5196-552b-a934-5f1e4b548fb3","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"8740861a-4d86-53b9-87b6-8bba20a55926","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.25 - Commercial Vehicle Entrances/Driveways"
"26cde809-2a62-538f-94ad-e18ec4dd0c25","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.26 - Commercial Vehicle Entrances/Driveways"
"a429d8db-bca8-5385-9c46-95b864c109e3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.27 - Commercial Vehicle Entrances/Driveways"
"ba132197-b9fd-51b2-bdf6-03d1c98db469","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"0f5567fc-933e-54c0-9e67-982f9e186141","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.28 - Commercial Vehicle Entrances/Driveways"
"9a47e2a0-4221-55e8-93f1-a5b92f980578","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.29 - Commercial Vehicle Entrances/Driveways"
"341d639a-dd8d-5845-a544-cf1c065dcdd5","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"556cf8d6-2c84-5d04-b93b-13d8f5b62671","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.3 - Commercial Vehicle Entrances/Driveways"
"65025d2b-8bbe-5330-bea8-daacfec91e20","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.31 - Concrete Island Infills"
"b8ae6250-b0ee-5e92-a7c5-ea7ebe9ad9ed","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"17fff9a1-8041-59ba-857c-accc4c1303d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.32 - Concrete Island Infills"
"b71a9134-2639-5274-8859-0ecf8b609ccc","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"c362bea6-9c02-5952-9452-7c248604fb85","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.33 - Concrete Island Infills"
"a1a6bc25-7d1e-518b-89d0-0df0a6315a5b","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out"
"5cde0903-aa94-575a-97ea-262950541df6","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","0.34 - Collate above documentation"
"cec80a06-a323-5635-a63c-fe0958dfc299","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","AUTHORITY HOLDPOINT"
"0f89eb61-edcb-5da2-812e-7e65981b2c50","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","0.35 - As-built drawings"
"d3990be1-2c55-5810-a6c4-f20f839d2ab4","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","AUTHORITY HOLDPOINT"
"34626e9a-097b-572a-af40-edc559fbfee9","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","Client Final Inspection - Contractor"
"bd809464-808d-58c0-809c-d12cc3e347c2","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","Add Signature"
"da87263b-e23f-5e02-945b-dc8fae3ba320","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","Client Final Inspection - BBO Engineer"
"eec79856-7e0b-5e9d-9cfd-b93919ff2081","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Close Out","Add Signature"
"919c4eae-f80d-4498-8b28-f24915eb600a","","checklist-sectioned","pass","ca0e7cddbd359785c58781c00a429e69c9465e7bef641315931298b92fa91dfe","checklist","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road"
"540d62f1-1b13-54a1-929f-c8272e7e57dd","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Setout, Materials and Preparation"
"219b6145-5a4d-537b-81b5-989778729ee2","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Setout, Materials and Preparation","0.1 - Survey Set Out"
"ee175da7-8462-50bb-8ee3-b146e9a5c1e4","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Setout, Materials and Preparation","0.2 - Materials Approvals"
"1d8f0fee-f3b5-5792-9b9a-76bd04b059ef","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"908785d2-56ee-5872-a256-ef0bc32a5acf","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing"
"7c20ec74-de2b-5246-b318-db5d0c281fb7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.3 - Kerbs"
"c90641b6-33dd-55f1-82ed-1ed19258056f","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"e200f3ed-b43d-5f74-8558-ead2084d2051","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.4 - Kerbs"
"980484fb-d997-5f53-9261-bd0316d73c24","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"d3e5b627-35f4-58b7-9dd4-d9987840169b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.5 - Kerbs"
"e8d52ba4-519f-5de3-abba-1b985161051a","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"c18a4a86-dc83-5da1-acf4-f866ad85817e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.6 - Kerbs"
"df5b9d18-bc70-5914-8aa9-97456eb57b27","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.7 - Kerbs"
"5a67ff44-7dc7-586c-b2c4-76cf4b0526a2","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"6b2b5ec5-11dc-5f1d-b6cc-6db0140be09a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.8 - Kerbs"
"850c8c0e-746a-51ec-aa84-72f7d80c4611","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.9 - Kerbs"
"5194225d-2497-537d-82d3-9eab9c10aa73","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"0c3374d1-c60a-5c54-bb53-b0e2dc19c136","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.1 - Kerbs"
"39bcbad6-c15b-56a9-a446-d03cc3d37025","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"03b40893-dccd-59cf-8135-593317673540","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.11 - Kerbs"
"83c87f8b-0c53-534a-a6f9-7a96c393a58b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.12 - Footpath/Shared Paths"
"e03610e9-6867-5d4e-979f-b52147ff150f","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"93319259-fcb8-5eb4-9509-db0fb43fa15f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.13 - Footpath/Shared Paths"
"4c14213e-00bd-52fd-8e84-2e259dc02186","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.14 - Footpath/Shared Paths"
"c455507e-b642-5b02-bb10-b47838932a8d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.15 - Footpath/Shared Paths"
"27e79c2b-aa17-5e3f-a348-8907a26c630a","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"deb1c33f-8eaf-5877-b9d1-1d9f9fa4e896","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.16 - Footpath/Shared Paths"
"74a4a5e3-5007-5a31-8c4a-697d5913c6fd","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"ec7f4410-e097-5695-92eb-2429d652b03a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.17 - Footpath/Shared Paths"
"28702651-dacb-50f2-862c-0db318320c90","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.18 - Residential Vehicle Entrances/Driveways"
"de99fac4-4e29-5d68-8298-8f22e9c153fc","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"357a9d3d-fe58-5d95-ba81-90d89091faa4","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.19 - Residential Vehicle Entrances/Driveways"
"6f374bd3-ac70-5e2a-9112-8ad1a9a9a2d7","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.2 - Residential Vehicle Entrances/Driveways"
"a1d866b9-ccdb-5a58-8bfa-c103e8ac559d","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.21 - Residential Vehicle Entrances/Driveways"
"dfd34458-bb25-529f-919e-248c54da0f0f","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
"a50beb91-9387-56bc-a003-db5ce9a0fd9f","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","0.22 - Residential Vehicle Entrances/Driveways"
"6cb72387-0a3e-51ce-b863-093451e63ffc","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Driveways No.s 412, 418, 420.1, 422.2, 426, 428 Te Ngae Road","Construction and Finishing","AUTHORITY HOLDPOINT"
