"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"802deb95-ea9a-42c2-839f-2cf2608008e4","","folder-normal","not-started","","step","TRUE","FALSE","Elevation / Zone 2"
"52bfde7a-8a00-4925-9cec-74896d6c7334","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 2","W.203-01"
"6cbfeeb1-c769-5736-8dc2-4b8ae0e1d64e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Trade Clean"
"bfe3dc13-7cba-5953-af92-2819a76560f4","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Wights - Sign Off"
"600c3a82-3efa-4dd4-b3d9-240028ed90cc","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.605-03"
"5c9b625c-893c-51e5-a42f-c4ba5157427d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Opening Prepared, Wrapped & Datums"
"44c99d61-5aaf-5aa8-bc2d-db2c04c87ab5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Seismic Installed As Per Shop Drawings"
"6e6491ee-6f6d-54f4-b0bb-2ef7ad233f56","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Splicers & Soakers Sealed (provide photo reference)"
"963042fc-6475-57fc-9f17-10470c546c6a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Panel Fitted & Locked Off"
"f750fd3b-152c-50e1-8090-5a2ec79c26b1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Airseal and Internal Flashings (Photo)"
"2a66da91-4b49-55a2-b649-8a40492cca3c","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.605-03","External Flashings / Weather Seals / Drainage"
"8089ac20-d8bb-5589-9f28-c880069cba0d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Site Glazing Completed"
"54d8e38d-27f3-550f-beee-589867d97567","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Trade Clean"
"4e1020da-5074-5016-b29c-67c963178e86","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.605-03","Wights - Sign Off"
"53b81eed-f665-4aca-bf2f-f50978cbcb06","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.605-04"
"146e3aa9-4a5d-5965-9a27-a41c169a465b","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Opening Prepared, Wrapped & Datums"
"4f073449-dccc-5459-9101-bad9a5c26844","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Seismic Installed As Per Shop Drawings"
"e45b8036-879f-5b59-b999-0dd254d92baf","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Splicers & Soakers Sealed (provide photo reference)"
"2daff5ca-f48c-53d5-a132-c764fad1caa9","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Panel Fitted & Locked Off"
"30b90995-d663-54aa-8ea0-9992469b71d7","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Airseal and Internal Flashings (Photo)"
"b6de35ef-5709-5f2b-9547-d87bf1de20d1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.605-04","External Flashings / Weather Seals / Drainage"
"9bbdd9cf-93ad-5616-a37f-248696147d0c","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Site Glazing Completed"
"1b8c142e-df0f-5ef6-a023-c3b354801345","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Trade Clean"
"abed99af-2bdd-548d-a530-71328afb579b","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.605-04","Wights - Sign Off"
"080edd7e-872e-4b95-a4c7-59c36b1fe9f4","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.606-01"
"b291d170-b9ff-563c-b5fd-ff8ebe3ad0bf","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Opening Prepared, Wrapped & Datums"
"e0e97727-f104-5398-b2a8-a0874a40373a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Seismic Installed As Per Shop Drawings"
"c243355c-7b74-5b15-92bc-591e8fb423df","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Splicers & Soakers Sealed (provide photo reference)"
"66f32d9d-f97c-5112-bc88-16e7c16ae8df","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Panel Fitted & Locked Off"
"92d34e10-fb50-5e43-9aea-090aaab3a930","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Airseal and Internal Flashings (Photo)"
"0f35ebbc-b6bc-52b0-8903-2408e21d29b3","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.606-01","External Flashings / Weather Seals / Drainage"
"b8fdba77-1c38-5c6d-9937-283830570fb4","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Site Glazing Completed"
"fdbafc57-2274-5c6d-8256-7c03d15156e3","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Trade Clean"
"390715c0-e0e4-5d28-b6e2-b6ba1eb0daae","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.606-01","Wights - Sign Off"
"393607c3-92be-4769-8abc-2b40837fb3d0","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.606-02"
"f1e138eb-4699-5ed6-8178-ca15a87ca7c0","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Opening Prepared, Wrapped & Datums"
"d47b5881-afd5-5ee5-9122-19591a739e3e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Seismic Installed As Per Shop Drawings"
"f72534fe-7c3b-5ecd-bff7-f11e9d92da7d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Splicers & Soakers Sealed (provide photo reference)"
"8c96162c-6a84-5202-a96c-9ff1091959fc","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Panel Fitted & Locked Off"
"7799aaf6-4178-50a4-925a-cfc6fe79f911","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Airseal and Internal Flashings (Photo)"
"1b601916-525b-5c78-9af6-4880598a9a05","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.606-02","External Flashings / Weather Seals / Drainage"
"3868c5b5-33d6-5e9c-b417-c6c6c4d250c7","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Site Glazing Completed"
"9ef994a2-fab2-59b9-8964-e9f4cd5b0705","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Trade Clean"
"1a832032-226d-588b-9a4b-f064f96901ee","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.606-02","Wights - Sign Off"
"b1caf3d0-bffc-4e3a-a594-7097204940d0","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.607-01"
"8dbf428c-3cce-5b1f-b3c4-84f793ef39f5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Opening Prepared, Wrapped & Datums"
"39a58c72-5d8c-53dc-be43-f3b45587d6d1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Seismic Installed As Per Shop Drawings"
"95f71662-824a-54ae-84a7-b7b8c65284a5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Splicers & Soakers Sealed (provide photo reference)"
"c7385bcd-3889-5978-83d2-5ee065367c7a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Panel Fitted & Locked Off"
"444b94db-5c51-59d6-8fe7-06ad74f6a611","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Airseal and Internal Flashings (Photo)"
"f208871c-14d6-5c20-a1b5-bfc9727e8f64","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.607-01","External Flashings / Weather Seals / Drainage"
"6613e8ae-acc0-511d-b517-a1efb3e5207e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Site Glazing Completed"
"1f3ec625-f566-57b6-9138-4bb4db29a77e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Trade Clean"
"8530ab1c-7399-579d-818e-78971efa8bb1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.607-01","Wights - Sign Off"
"5fb38fc2-9387-4550-bf98-826c2a916ffa","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.605-01 / D.605-02"
"8c75f096-0414-5083-9e28-18c3c7a75729","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Opening Prepared, Wrapped & Datums"
"99b627b0-d2bf-5813-bf1b-26e67b3401bb","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Seismic Installed As Per Shop Drawings"
"bc3ddcd9-7d6c-53c5-83f0-80a050973fe1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Splicers & Soakers Sealed (provide photo reference)"
"85f04b26-446c-550f-a918-78740ba029a5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Panel Fitted & Locked Off"
"d1d2078d-6e1c-5145-93b6-a7c3e619c150","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Airseal and Internal Flashings (Photo)"
"6e942d12-c6ed-5fce-9970-36e006644dbe","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","External Flashings / Weather Seals / Drainage"
"4dfa6031-0350-530d-b42a-a2e7e6b82734","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Site Glazing Completed"
"d28245c6-9d90-5da2-af85-d5db34631979","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Trade Clean"
"cf023308-dab3-5d88-b885-470ea021e9db","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 6","W.605-01 / D.605-02","Wights - Sign Off"
"bf00675e-334a-4f71-aa29-02216aaf7f4c","","folder-normal","not-started","","step","TRUE","FALSE","Elevation / Zone 7"
"d4826e3e-d28d-453d-abbb-2f4d026dca1e","","checklist-flat","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590","checklist-flat","FALSE","FALSE","Elevation / Zone 7","W.702-01"
"da461f78-b1ed-581d-a56a-67c1b1746c67","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:aed8a436-a7a5-4431-b2ed-9105d486dee1","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Opening Prepared By Main Contractor"
"861c7aca-3dff-5aca-80e7-c43cd23276d1","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:657af874-b9e4-4409-8238-8f09a82c37d5","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Setout/Grids/Datum Lines"
"c803dfe5-09a9-57bf-90d0-d502df5de472","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:2b403712-8018-4860-8f94-6b13cafcc0a8","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Seismic Installed As Per Shop Drawings"
"f2973bfc-d95a-5086-8fc5-7aa6e8892e68","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:533c90ef-1bed-48c2-bfd1-3f6492067517","","TRUE","TRUE","Elevation / Zone 7","W.702-01","DL Brackets Fitted & Welded correct location"
"c48f8f28-e3cd-5c9d-abc1-e813e9bf5a4b","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:9be0eab6-b366-452a-ae29-6fc11607edd4","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Panel Fitted & Locked Off"
"61692b2c-b887-5488-9cf4-e21c2ab62d08","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:b1236332-1796-4526-a08d-73b977d5e068","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Splicers & Soakers Sealed (provide photo reference)"
"9fbac0d0-701d-575b-af1e-4996159977d7","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:c5004b23-a875-46ff-a928-f40a94e6135f","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Airseal and Internal Flashings (Photo)"
"4188db0e-64fb-5aa0-b96c-0a7c317be58a","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:62f8f93f-485d-4879-8cef-919bfbf0d1bf","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Smoke Seal Complete (photo)"
"266558e7-f8c1-589b-96fa-52683e6cc7f5","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:46ff1e86-e459-4b31-9270-f757ddd22bae","","TRUE","TRUE","Elevation / Zone 7","W.702-01","External Flashings / Weather Seals/Drainage"
"b5c9214d-f169-5d1b-8ee7-33b7d0b9d580","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:33781e99-83c3-4958-a48f-4946baa1d50c","","TRUE","TRUE","Elevation / Zone 7","W.702-01","Trade Clean & Sign Off"
