"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df298116-9e44-4254-a6a4-90503c2b88a7","","fail","","folder","TRUE","FALSE","Site QA"
"21cad415-329b-4d46-982a-40f34abf8d04","","pass","Inground works","checklist","FALSE","FALSE","Site QA","Inground Works"
"9a560122-d01e-4fb3-b607-aa0b0ffd353c","","work-in-progress","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Commercial Kitchen (Basement)"
"4778d249-c5e7-4008-9d9c-fc31af04c74a","","pass","","folder","FALSE","FALSE","Site QA","Penetrations"
"f097c5ce-cc0d-487f-874f-276c1883f326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Penetrations","Mezzanine"
"2e715595-8aa2-415e-8617-304c6eb9f792","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.02"
"ccfbbe8c-7f3d-4b07-8f65-b9113cb756e2","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.03"
"3cb78280-6bf4-4afe-8f28-79bf4b43d7c1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.04"
"22cdc1bd-232c-443a-bc3e-66a16c2ec579","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.05"
"0151d4bd-38fe-4182-bed7-29553ec230e0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.06"
"7a55bd93-dfd1-4ee3-a917-b9c3e1e71ce0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.07"
"8b2792ee-a7fb-4232-9167-803f18c78285","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.08"
"61af21d1-7caa-4866-b338-54760f0d1232","","work-in-progress","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 33"
"262d766a-9801-49f7-b189-6ee92a0b6e98","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.01"
"f7fee5fe-ff5f-4dab-8008-24077f074908","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.02"
"6f90ae0c-2ce7-4e45-8bd6-5643cd566099","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.03"
"0277e7b8-63f3-42ed-b1d3-6c543a21381e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.04"
"45e7e501-8933-436a-acb3-c0dd398949dd","","work-in-progress","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.05"
"30877d2f-d2fa-4976-adb6-94b7a9ac4708","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.06"
"3221a188-2abb-41c3-aafa-29609652a2a9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.07"
"f37ae637-9b46-4661-9a33-503c185d05e2","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 33","33.08"
"e06f1ed8-0edd-4c67-bc8b-98114036545b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 34"
"d6107937-3fdc-4b65-a0ae-abcbe8caa736","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.01"
"50b04c30-d883-4e69-a8d9-221a839b5ba4","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.02"
"07a346ac-62e3-4c7a-bca9-523299194802","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.03"
"5774f135-74cd-4f5c-affd-08a6e84369a6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.04"
"9a2645d0-8b0b-4b26-b699-f3377ab0c92d","","not-started","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.05"
"f4f80d9e-5a69-4da0-8e78-d6def6bd0f95","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.06"
"c62e50fb-ebb7-4fcc-a84a-ec2ee28f1bc7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.07"
"3f42a1e1-7a37-45da-9198-1e245de48521","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 34","34.08"
"a0545ade-a242-4fec-8f40-37d5b187faa2","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 35"
"a03bdf8e-eb83-4ac0-80fe-ddd70f4b3d17","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 35","35.01"
"9b5f6371-0db1-4b7f-9a4a-5a68bf0fb625","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 35","35.02"
"d3840c3f-21a3-432e-a7be-781725e53985","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 35","35.03"
"afd035b7-8651-4f55-98d9-bd5c9fd76844","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 35","35.04"
"760960c0-17e3-4cca-85cd-b39f25d40ee0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 35","35.05"
"f938a5c0-548d-4ec9-bac8-d60e2d99d5f2","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 36"
"00d0b759-8370-4ad7-9f14-662485afdbac","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.01"
"31714a8c-bc1a-4efc-81c8-4ca6128398c7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.02"
"e4e153ed-17a2-43a6-9ba9-51cfbe079a05","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.03"
"d5e8ee02-5c60-495c-9764-c7f47717a474","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.04"
"f2119718-9863-4e12-88cc-b059298535aa","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.05"
"bd413873-a6c0-4681-837c-3ad4524a4420","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.06"
"bcf7253e-3cb7-43a0-9b6e-114ad51af550","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 36","36.07"
"b9d54c2b-1f40-48ce-80b5-dcb69d09c5f5","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 37"
"a7b18871-70e7-4b92-b7d8-43a351012a96","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.01"
"f03e4731-2168-4f39-8e9f-588328e87ef6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.02"
"5e5c11ff-545a-43d1-a30a-5b7051831835","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.03"
"e2c5b5e7-ca96-477b-b67a-7a450af14559","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.04"
"0c1d754c-f2f5-4192-8558-864e3a77093e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.05"
"e633b6aa-0538-4b15-9b66-aa429f77619c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.06"
"e1a1cbc5-c9d1-4600-94d0-43c5f860d0e1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 37","37.07"
"44918e79-a9b6-49ac-aabe-ac519c497f31","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 38"
"8d80a6ea-5fa0-43d7-815a-0af3ad95be81","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.01"
"1c777a4b-c196-4274-a1fe-0a5002af0613","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.02"
"7ab95b26-c5a3-42e7-8b5d-f4e425bd931e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.03"
"479be317-70cc-4646-b021-c6719084190c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.04"
"2ee496d9-3f6b-4b10-aa0c-37318b46eca3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.05"
"89cfd228-956e-459a-8bee-db1e56017dcc","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.06"
"c92554f3-a144-4fba-9a3f-db9fdc859591","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 38","38.07"
"9eb122b9-8cb7-412d-85d6-24b9bd67049f","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 39"
"07f13af8-ba6a-4c08-8570-1f83c9ade4d3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.01"
"9f21d49e-703a-4f6c-ac47-3681a485aa79","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.02"
"09d32c0e-29af-4d67-9e18-45a203db3b38","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.03"
"e9e6b627-4106-478c-81eb-b5821e9e9204","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.04"
"9234119f-7a4b-45e0-a5f2-1e56995e0163","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.05"
"d7873540-cedd-43aa-81fd-88379ecf3ad7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.06"
"fe2bb078-83e3-4195-8f98-6ffdea97904b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 39","39.07"
"827c7d05-2ee8-46f9-a3be-863db230b2dd","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 40"
"1ad0dd87-1264-4f51-af84-195761bb492f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.01"
"25a2ad48-4dff-4042-8307-59821266ed1a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.02"
"741ec343-2c32-4d20-87f6-6b168309eca7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.03"
"bdcff7aa-b520-4069-93a8-e00b3a7b46c9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.04"
"b8c32bde-08fa-4569-a0b5-68fd42d5b9fa","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.05"
"cb437c07-0855-456a-9a40-405378e52593","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.06"
"14a08bee-2803-4441-a10b-9a347a4eeb7b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 40","40.07"
"6308796d-ff52-4ea6-9287-711de383dfb7","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 41"
"1ec040b0-f318-4ed0-bcbd-83763ca741eb","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.01"
"83e2c9c5-1c5d-4c02-93f4-89c998bc2c99","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.02"
"a0c5e59f-dd3e-4115-8207-47498a0f38f0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.03"
"c0e27737-8f64-41e7-beac-6c02efb41961","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.04"
"8f3d7a2e-e064-4f28-914d-728dad5b9da3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.05"
"d43a5cb1-64b8-4638-94c1-c0174873b179","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.06"
"91523711-d53a-46e9-b6a5-191b52308c88","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 41","41.07"
"ecb353d8-2537-45f7-be7c-3657decbf45f","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 42"
"2e35bfdc-9530-462f-acf6-dd160781b86f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.01"
"77c536ce-0d14-4c8e-b682-f5f00a20a161","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.02"
"49b578b2-4252-4c83-b259-db3ff84ff19c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.03"
"33464006-2625-4bab-907f-9cb139b31778","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.04"
"1e3e7a58-480f-4cd4-86c9-b49a538dedd3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.05"
"a4091c4a-a053-4d8b-bc03-d76e8a6465e0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.06"
"0fbab465-8dc2-4b9e-b792-30e178ff742b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 42","42.07"
"839a0f87-c70e-40ce-bd34-a29c6f4e1efd","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 43"
"69ee8745-cb03-4b37-ac88-4c9bbc5edc27","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.01"
"e5fad932-0c42-407e-b82f-3c57e6eb682b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.02"
"1e5aedd8-0615-411c-9bfb-ca17b325a307","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.03"
"3bd747c7-7ff7-4b91-b226-ede233f2e1ea","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.04"
"cf13d63a-14dc-4f16-86dc-4c2ae28f8bd7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.05"
"c1e03dc6-7b86-4199-92da-c81f1ddd3291","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.06"
"b7909900-5479-48e5-9b2f-c6b3072728dd","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 43","43.07"
"c75dde9f-c79a-44f6-8998-5106d7850d61","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 44"
"3c202b5e-cf1b-4a2b-8824-83c4ee2aeb35","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.01"
"34da7532-a506-460b-8b98-1ee2e84fd03d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.02"
"bfbaeb6b-9f8f-42e0-826e-c42b63975b35","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.03"
"34d43a74-1d38-4819-afd0-363ead7086e7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.04"
"f60caf36-13a5-4dd4-b1f3-5959f91fc517","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.05"
"0cdce180-214b-4c0a-9a23-112c5cde930f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.06"
"2053d2b8-ca1b-4c58-9f84-fe3e4685f27d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 44","44.07"
"57ba0e9d-2ef9-4323-a7d9-9b27db2e0720","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 45"
"a967ab6d-24bd-4e02-a8d4-985753c35990","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.01"
"16b3cfc0-e3d7-4a56-9879-0da6555eeee5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.02"
"891ec9ae-e8dd-4534-b4e6-644bfd118f6e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.03"
"df6377bd-0591-488b-961b-84fe7373adcb","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.04"
"07c00f52-8972-4015-8dad-6e8e3267472f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.05"
"6c72aea4-a2de-4fbe-9e9a-8a5b26584462","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.06"
"69b2fe29-63ce-456c-81a2-2b82fed955b9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 45","45.07"
"2e923bae-f0d8-4b90-b2c6-1fb6007142d1","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 46"
"15374193-2863-42ea-ac5a-52ce66b70072","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.01"
"d09e13ff-845d-40e2-8412-56c7bda2ba7a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.02"
"ddfc9280-40d3-4c23-8b8b-9675af5b059e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.03"
"20a1e976-0c29-44e0-9b3b-c8c9258194f0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.04"
"a2128b5e-b559-4eff-81d0-169b78a8c145","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.05"
"165b1742-0ca7-4500-ba84-3e0317917de7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.06"
"e8db2aba-5fad-4841-b04b-364d07d2ae7c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 46","46.07"
"7aebca53-61b3-43c7-85c0-77cbce10215d","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 47"
"261e7689-45ca-4edd-b2a7-11e72ccb72b1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.01"
"53531fb9-e7a9-482c-a222-975a576e13c7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.02"
"545a54b7-373a-4514-b871-4a640435542f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.03"
"6ee428bd-5e7d-44ff-95ca-473fb6cae5ce","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.04"
"21da5495-0485-4dd5-a3b2-87b1093b5a3e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.05"
"2a4e6074-3f84-46d8-84d5-4e65c32d237c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.06"
"e099558d-8f41-475a-9c7e-e557161478d4","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 47","47.07"
"ef3cdbe5-8d67-4c43-9b91-8691588ebf8b","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 48"
"222fdb11-2006-4e5b-a9cd-df1bd2081fad","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.01"
"bd9ea169-c0df-4d8c-9601-f3afd75e53b4","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.02"
"6dc3794f-1e53-405a-a7f5-ca69f6065c2f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.03"
"4cbb99d6-e1c9-4554-8c1f-60a7640d84ca","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.04"
"8dd32053-0a50-4a4e-b729-06f04fcee5ec","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.05"
"f257ae54-f513-4764-8e3f-f6f27e5125f7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.06"
"6c74b66a-6754-4594-b19a-1194f2a260ca","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 48","48.07"
"8a5e1199-da9a-4592-a2d9-ae0654768c22","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 49"
"f925531a-7874-4dd2-8fc6-62dc7fb10ffd","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.01"
"2e1cb0de-d198-4cf5-9a6d-f14adad968f3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.02"
"98432b49-f5bd-41ce-b5f7-cbc8c4d09022","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.03"
"ff0c69e7-c772-47c9-b556-fa5308e90c50","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.04"
"469613bc-26e7-4f90-b304-12a5a7056baf","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.05"
"d11946d6-5da0-48cc-a4bb-450cdbf3c6e3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.06"
"badcc8cb-eae0-4e4f-98c8-c028b4ca95de","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 49","49.07"
"de186d7b-96c7-406c-b0c7-cf2eff66845a","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 50"
"5bb28795-bd88-4305-b4fc-a5cbb55cad8c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 50","50.01"
